150
36336.481362,7617.470728,35693.923128,33655.001292,90584.426230,24943.082147,7132.037881,73250.360405,76381.406785,5394.476897,42871.635526,95547.615595,57801.080154,60539.137837,18712.904135,80779.186676,50626.594416,72075.607291,20242.872991,46717.863790,2787.416207,92711.371553,12526.353510,22748.287087,14303.911399,40721.934407,25766.500478,79587.933041,7423.924435,34721.993352,92162.580646,43760.405786,42339.464070,27856.503727,77415.407068,32923.890300,52799.585863,84547.444986,6174.250658,29180.992602,89941.921873,49045.886220,24728.608150,47743.001980,9585.024011,43441.512275,28522.188656,60211.618416,15517.119520,48765.061637,6929.482160,18304.535717,41476.433144,19455.835659,41052.822840,55780.344533,60177.770103,66819.323308,35368.277528,67601.694527,1541.316613,27530.858127,11362.100267,43880.780719,55387.361844,88777.507372,76804.671009,8186.947660,73324.952311,82978.921657,37367.940252,63266.874138,32024.807831,62096.548393,11009.876118,41609.831878,5538.060621,39532.064764,1821.450248,21055.180178,88297.126391,8750.932444,39359.715885,29773.559489,28206.768093,80412.538715,85553.904012,88384.538186,47231.862023,20922.181540,55986.232667,48773.178626,48453.039657,67348.332971,92653.959335,3840.401501,56125.840296,69458.630297,12027.349151,29450.792561,52437.551954,49395.289440,92717.666689,84462.359775,11491.837786,3727.542760,26072.191606,17029.898444,43259.607514,27893.641891,38085.078612,31556.733859,36644.574325,77444.794486,61330.293338,64851.342408,57857.333201,46884.197350,53235.880594,5089.195178,67806.378880,9222.113215,53862.373793,16259.418490,76570.446175,46516.333128,20099.819981,32696.286425,15974.963379,32127.169169,62147.078975,68412.515323,81522.458599,54864.745664,52874.875098,93014.296375,58592.288414,78947.066694,10044.194772,1851.895928,6840.708538,48129.273373,33408.629777,43485.282853,25574.067860,94738.923151,8336.625261,83431.401051,41623.120454,61572.505846
88520.596219,9429.499288,70794.619050,42382.969966,25688.917768,47365.065226,88899.303084,45788.737786,80061.351640,4874.266463,77915.906945,42208.430616,73286.781776,59438.365497,97073.176269,26161.656828,52452.661825,55665.464636,5108.723522,62496.856633,57517.360554,11949.432050,10626.129960,90925.990368,55434.714940,36200.197809,85664.913472,63771.340191,19631.598814,27288.033880,25343.845990,8152.194986,36717.533157,96138.465031,50535.164988,62406.450915,43503.530210,39434.468026,8195.188655,23564.881850,44308.734479,86111.095589,65773.312456,17595.516255,45549.461039,62846.488678,43757.173072,98002.122901,18511.953268,48865.896584,60498.979487,76029.313859,60815.328671,71125.109437,66955.304180,16250.043565,7325.307246,52620.217606,80021.383746,26956.906050,79908.251476,5365.229689,35109.101072,16625.784586,1503.694673,85644.266051,79032.235492,45007.224920,25078.734030,87227.424183,68572.106760,69387.468545,73338.519726,34345.419169,86982.984790,18887.980765,97191.907837,30740.157815,16890.103619,15703.861059,79606.054436,77389.083096,91733.174908,40421.383061,48514.192486,58688.479041,56671.426616,55839.499722,11308.696601,36692.810315,82796.405808,91216.948066,42058.039994,17905.506834,7842.732606,43561.734658,3549.772838,86874.968135,88568.959567,28628.506858,74102.392271,57141.066280,98015.975393,47440.911950,91486.485439,84998.960136,66328.892705,88678.393229,15739.117951,83218.996314,4382.254288,95345.172377,60608.079363,96115.429186,35766.555392,9122.271849,54803.908227,92437.981998,64961.771561,66112.604818,29130.792266,47758.177323,57329.552884,71188.832250,65663.684147,65172.285481,14750.566861,69213.456975,52047.253569,3319.526428,97841.963870,26149.645793,60460.592699,95857.939216,73590.557780,51947.078138,80856.899351,39919.450438,40625.471321,96596.017292,23138.446752,45007.725599,91941.189623,83746.526105,41123.154784,27707.744969,92868.797944,95927.063002,20145.726920,57830.569505
62039.667773,49276.519176,5588.746781,19369.220611,20465.351379,71252.430965,84541.506128,35215.918230,40465.887894,36588.759651,38535.444649,38307.851717,62738.405480,98996.037384,34165.790932,36328.963214,50943.115475,15022.690237,76248.413642,91568.586786,11618.707483,99386.860383,36576.312385,3559.897060,83133.386488,77699.467159,31267.642018,76002.184386,73626.530114,51413.368928,33832.753845,35666.197841,689.888057,39421.500663,55035.418488,21155.239427,10673.931581,39576.924570,56371.157647,51139.819464,76165.684211,94906.602332,89447.671218,38904.089645,93902.639670,23613.462104,75233.052848,44845.755099,38636.152331,51481.466490,36414.341838,50254.859804,50868.326827,72990.654213,53814.756853,34001.713269,50690.121325,85082.398862,10003.897655,24316.651393,36495.767743,43836.651489,59982.849270,37185.655791,83258.152142,15018.267712,58340.895207,93932.083713,54595.192272,14712.052808,45071.903177,30760.876437,9618.655093,34519.574348,69664.966118,3521.294717,58133.036442,44898.018919,48367.049806,96769.188762,96379.485399,84781.391680,47024.048520,47247.812226,57772.045846,838.805326,81249.525484,8462.167172,85921.204178,91253.423129,32778.818555,22416.971875,35090.074618,92761.667815,59602.627656,18348.226713,7779.935481,17943.522816,12280.310425,62375.127743,32655.575614,57352.213593,93136.004216,42274.230744,91871.787931,62800.970287,45795.525451,50004.824326,7698.989160,94162.575293,46774.013042,4078.474559,78943.966927,93798.061551,51326.286775,36716.012727,94636.866867,32575.812213,45178.179888,80558.070999,23829.235341,77956.998480,2975.042827,58919.309949,70718.666248,62577.670473,77267.536652,78498.601766,80521.193279,89547.847068,40873.729463,13176.768847,46900.060614,34009.733632,55450.999581,38771.848498,96810.703910,1246.525032,88776.672814,4509.693070,95409.100315,35550.685809,8588.167619,74353.067195,29348.747313,59914.454384,11069.079875,23985.614134,92490.266587,56247.259800
4543.685087,16319.501882,34204.258233,7518.727904,75238.811821,4922.924435,70096.398367,52506.348473,83421.526191,50617.591600,42054.195495,24295.255654,63794.360483,88954.256145,58304.989276,19245.360017,27726.104596,55115.693186,20491.885039,16502.777410,59625.386246,15900.985307,52053.463209,68213.553855,90254.052492,81402.210558,28128.008192,1323.132367,5387.824646,20618.274732,57570.392157,9931.509769,36937.776651,91774.650381,17450.237663,12176.588425,96697.574806,87546.636067,64682.936888,80119.100997,38164.227620,6737.132383,4414.356605,1958.588056,95691.388518,62719.345871,21203.948109,23417.493068,17835.039010,41695.833138,39920.270468,77460.425246,57596.818482,91973.733713,45673.979054,47850.870927,73375.944225,73801.987236,49174.003284,78763.768861,94420.262005,6744.395395,88695.278620,31358.038609,98519.045766,6145.516283,43534.627024,95216.620572,93692.152340,8217.563912,75335.721523,31856.379912,14954.696285,79750.078118,33814.968005,10646.084757,42469.423942,55018.916104,34063.577814,60304.462988,96714.749233,73983.848318,37764.888187,54311.567668,65957.581984,83438.867278,2162.438595,39333.526163,57240.854467,51336.441870,18097.294977,51661.116426,58080.837301,6792.573597,83019.155025,56599.883021,12938.089870,26553.782049,51816.503546,6630.242163,34771.345951,27152.225023,38486.622065,49726.042226,6902.303094,72301.590060,60372.126973,49371.727072,27320.506118,94435.704777,9676.190014,24035.255350,68419.553049,47441.078191,78346.823008,34377.134986,30879.945422,80509.261594,73710.661139,88120.799926,31845.703463,91807.956152,39781.916306,89926.540755,98600.529739,22801.071331,46526.423729,11538.619562,49354.853369,98342.927312,18168.861715,84126.199310,25495.152288,56655.483770,33852.241490,32397.455418,28957.073830,94224.368453,81769.182480,56277.579938,88660.073183,91445.372483,80312.835278,57079.626232,38886.450628,58659.658287,91456.761208,69766.396087,39168.919833,65167.422347
57887.195967,71014.623287,56975.378453,97669.112262,60941.163995,55575.908145,20470.183546,7467.587724,67114.527698,69825.036906,5810.514989,85283.389403,53951.236170,31305.667267,41938.873126,87803.477650,63703.122675,70895.946947,82027.846056,45472.305108,27173.526884,70687.919239,36917.677545,7486.362116,27767.545424,75804.128210,66146.020393,19224.306586,45570.524250,5314.940226,84391.728923,3457.720170,76329.563503,41367.107329,1126.832386,37270.727498,96943.015464,21597.015969,44738.315212,64057.543116,91422.052865,50548.830191,49340.932472,45373.289034,81854.497448,91279.805635,33176.766637,45557.620124,62175.752535,15204.612693,91029.925222,89349.279409,85892.531923,27947.602767,96835.641562,13660.077300,3751.730930,62981.661908,32884.383876,49322.255170,68296.602124,17276.112798,52779.975330,44626.165627,58643.220117,53906.807706,81896.893115,55586.235581,75503.823664,26635.208280,19643.778651,66925.876529,77184.038461,68984.711159,12299.165517,59038.535863,60264.516747,45475.932144,4596.155940,22440.269235,60680.544828,95626.081199,11789.548644,46573.076704,23573.683919,8625.190159,60233.153994,27325.414840,71606.852057,93117.537906,76647.670000,39903.454181,10393.650657,29427.645283,84529.619798,69036.870764,83334.452979,66426.512866,24623.106299,58838.276643,93061.721136,44266.884986,25764.153126,70245.759551,13251.596099,38063.318632,29284.295367,73516.112836,83539.250766,33880.451344,95956.382061,44219.795594,29506.532496,7745.930658,90792.872288,53080.216406,16371.120808,51026.026281,80405.631235,87977.972902,44143.564140,57053.301188,27881.427036,54537.214788,86480.946461,12411.046788,23574.085506,69815.399394,78837.559644,48197.191842,28653.675990,71899.280733,92464.076818,54417.829106,42145.040238,5715.672870,92481.147728,71429.335595,79231.785696,76020.398494,5309.786892,75188.167710,20240.194042,34816.319378,82934.098405,11033.066283,87896.535774,99305.219203,62059.092554,68302.166963
87283.192058,6202.656648,25355.468104,15164.619048,60739.871426,11836.414519,27575.665826,84313.956968,81651.813949,6413.225423,32511.148763,10305.489893,78312.506146,24975.225535,64723.319035,20457.546337,30690.898395,57204.466717,91886.881969,9922.684044,33224.865164,97196.668851,85110.851744,53465.059196,32012.988230,68044.950103,64498.125516,19909.523957,67350.169306,26557.218024,88211.690956,54633.361317,32759.874709,13567.159014,69797.980402,93499.746125,25403.573570,97373.646217,77813.703046,7055.387472,3786.871640,10324.851763,17360.877355,82099.377776,35300.077288,82084.196380,2556.924114,65990.975673,39288.663097,94443.806073,75913.659707,72513.528251,91640.474877,61024.511452,25978.587448,23653.463060,29069.461508,90476.712954,43562.987054,96419.630804,17033.930931,31774.677963,51052.992121,49793.805629,45341.836967,20850.972476,43293.551754,70745.410527,18224.618647,21107.254754,77800.797989,22011.490277,31432.106554,95161.675381,4110.868054,66732.183832,77245.871714,6667.792158,32723.159505,16534.534765,1111.598184,8636.819165,89048.063053,92752.073051,69661.330607,15026.650454,16405.536111,98730.792151,5503.363361,59968.523154,95150.422908,22537.294281,91743.201107,46203.414983,72331.099947,37085.038028,67054.387449,15624.651655,7830.448555,85279.006133,36731.906398,85631.246534,7290.496364,68164.012942,80792.921868,11401.364408,34896.196774,58038.793582,18069.156555,67619.356268,74573.328337,19180.754729,76256.175424,63621.391343,11932.827779,45917.506031,78648.041786,28338.363880,44648.298135,84151.405137,88306.887024,39798.720997,6688.699418,80050.088085,86002.136017,79019.799355,17135.126067,53056.523420,94644.451000,24965.574611,38335.529506,31376.357351,10596.821145,45626.025906,99540.370330,91389.743003,57027.390304,34436.567057,49428.536538,75096.546896,2055.923279,24001.864875,94277.301615,78312.098693,87623.256208,6210.129348,24229.604677,66271.297994,34548.493218,68877.902802
50422.703084,22855.380196,8676.623799,57111.402492,2905.468235,94678.759806,36131.201801,20040.594338,47735.283179,30775.652754,45006.168940,86070.812721,62152.010142,55602.990075,31696.838581,61692.380425,46992.733077,88724.228875,96128.947473,96421.269605,63820.775725,98184.870742,20423.134434,58098.077340,76496.969388,8046.390641,64308.206677,726.574064,74317.688625,98856.699932,69604.476856,24740.391663,21712.080081,78281.100645,81851.794192,24617.548352,72959.860404,17982.995946,44658.142681,20695.143583,48758.648736,89664.311610,6765.956258,10910.658832,45267.301685,38462.794829,72603.039247,92260.034752,27187.023658,68731.986673,88681.304311,91007.799419,66916.857368,9104.438745,49105.876712,43413.826709,17150.829376,13414.083343,44140.400764,91468.517991,12270.783228,13744.877620,16208.909608,33982.863346,92025.978255,98060.703789,58600.411689,64985.838659,16043.699735,3258.554323,85680.982232,64802.348461,92922.865923,92446.938480,75713.007283,38190.167561,30909.733263,48316.046484,30450.202266,58096.756910,17048.033110,19131.506577,49104.556283,83964.890469,28235.945312,98210.432985,27378.717131,45386.774678,11624.516328,71519.117932,36855.292623,23895.299547,85263.995541,53064.202221,57878.162883,77289.973750,51124.906010,16478.574525,42275.812363,67168.605735,19737.128837,27956.794549,31970.954149,12659.994760,20403.732982,7683.961386,50850.162311,51313.466235,56000.007859,81300.364614,9410.223145,73048.040959,431.871145,58514.779418,57012.931381,28667.816447,56725.212404,84391.648503,74054.591115,68349.728722,55910.766388,10909.883692,92245.028258,41174.761883,63974.085903,50123.191141,18464.735633,15098.991866,66601.765656,60740.547985,82267.597591,86338.894530,88697.342570,14238.551693,98998.889280,9101.075506,21922.513069,49849.051545,60414.541778,77922.520918,31149.416112,69824.764913,50970.561831,31581.287247,28339.544285,7983.493166,60249.103684,85064.756679,92375.141705,34303.694753
53414.485354,48285.908047,45213.578435,45659.513612,89460.669966,9187.664338,95782.704743,7925.405552,24286.656194,62384.470352,68665.953528,6554.253784,48723.364835,57363.296052,20792.805468,47722.254069,66464.371594,42715.318573,97571.305650,26878.913326,20637.839445,28720.721716,96703.678229,71608.401312,60302.009000,25043.222467,79591.894468,20551.112638,10107.979146,71967.036127,54854.807427,63522.464489,20252.944174,68.385816,9181.978055,9713.614094,9256.050144,4964.682751,17639.019636,33542.706374,67349.153140,86304.973154,40096.960148,16072.517929,43668.269206,60889.765606,63794.772034,10132.640754,3605.084133,61366.077638,37011.554069,24242.923614,90086.799344,33715.232251,95851.324916,50388.808297,58758.454708,75443.219338,70939.920972,68866.433844,47410.255465,25794.728353,32388.898333,67663.199629,25863.114159,41570.876378,77376.813713,35119.164339,46535.559165,95015.833339,68661.870703,13884.712259,81320.806446,8758.830805,29957.230177,24989.075605,69648.596400,93752.002202,35121.716349,73253.680570,55118.079793,72133.270408,97496.604173,45204.879137,5848.502613,93347.929043,95593.687425,64606.957357,68791.148335,66533.608350,33473.391155,16201.403753,92328.336692,65862.289478,83864.603372,18191.450851,7433.165855,61241.417038,53310.615180,53968.725011,56257.250330,21972.485836,67853.437259,37578.056776,30731.316631,97810.667426,62567.132372,379.912984,91562.669628,97688.848757,73633.593544,46680.749375,69822.119119,71130.197671,91885.628502,75670.621768,64478.126667,87479.315926,40277.579079,33269.275002,54012.924230,73750.970224,49470.678745,46341.260922,39613.259701,33335.282117,64532.711763,47046.425547,94576.699145,17843.326896,1015.150511,50833.949475,39815.812722,68868.587760,88412.006242,70547.129343,66679.255140,50979.138567,70927.042317,58241.924721,48667.987278,44560.635861,4922.674096,18490.106396,15690.833486,96808.302588,94160.728154,80168.960190,84287.618467,34438.307187
13438.235145,38300.542697,8189.277364,62908.913880,84641.803609,47802.537055,96244.195987,49174.515326,94848.962592,90820.895132,67017.842212,95864.113093,41654.844561,6833.654887,64732.700806,30066.850756,77380.784220,31411.955946,81045.989313,48307.826491,89653.880658,29713.976590,92868.462342,94576.554743,48204.082977,8559.295828,91384.857331,42364.811085,88728.256007,75672.475752,76803.118261,2166.491106,13973.018402,84992.395615,65075.404976,98614.822002,32794.932671,61319.600963,47789.337281,27643.895216,52140.496048,14807.179446,23508.008309,93795.340599,21640.834323,88240.709105,23862.191308,99021.618534,19652.665005,4908.180575,47329.445024,9306.545662,34622.157155,40197.907320,3883.100359,82826.240122,48757.203137,95267.957680,25191.051160,37485.459098,70940.433432,1994.169374,39651.950194,84913.451824,86986.565026,4727.355170,83528.273826,19781.497650,66046.956123,31317.611060,47425.392856,18187.452124,46124.790543,70933.401155,11982.792677,67765.624856,59174.110260,35844.983975,66787.243389,78826.775254,40753.164540,14116.688367,88133.320907,75375.321731,54314.595677,92016.421302,58201.561806,3071.798814,87284.378936,83392.613003,40557.257902,58224.812321,85386.782367,80209.208133,43138.264145,72373.347347,84936.563293,26666.537925,92154.844987,50983.519369,57984.148975,39580.237843,69170.971483,4108.939471,10513.638952,81153.764150,71874.564364,69687.749202,16998.748078,38661.807707,48514.524456,57751.912608,52778.496064,36647.845316,33127.234293,7093.091694,28664.266571,91328.796136,10164.890499,15948.645507,74721.409092,50722.148438,74173.457818,60108.191412,30931.356524,17311.721917,32481.538759,15867.919770,43978.259832,24636.383700,66851.439129,1962.408807,64216.621533,36022.410565,6071.348268,74730.260521,17176.174668,77945.912621,44418.009676,34174.922737,16607.720281,92932.534122,91926.835335,69386.216335,29580.379438,25054.069628,76479.308066,58244.645999,16382.865717,86644.198554
74193.291496,91104.274799,37366.346945,48366.749314,51212.466164,68297.703459,65678.471221,83694.004913,84165.623219,9656.731053,8330.388613,51017.062302,11619.139849,72547.010136,87039.472856,17690.488107,47277.270611,4215.647478,95636.400765,91695.280323,38390.570205,12244.121000,84627.814399,30317.405539,81630.337371,14208.193790,55371.475157,58109.645390,72452.839826,71754.340864,44753.843898,46646.131276,62858.615616,82120.190880,95012.880581,14071.081734,50417.894293,60691.351802,97765.086684,34583.517513,70348.082845,6095.475250,85600.579804,81967.222684,78642.485376,72640.052661,99657.710781,25919.755987,76855.700129,95294.111500,17615.036264,15246.270333,7538.232499,2242.850616,45563.675862,89168.569861,16451.044443,935.150973,47278.215205,88903.884260,72689.491826,92032.059093,35550.015489,35548.107396,74152.249927,30562.896070,49619.189119,24570.144220,91254.247862,47384.275756,59153.661722,61602.330659,53479.750996,44754.241480,43569.553297,32122.236372,17394.294094,43227.264031,58041.992349,94249.994259,38521.375531,75657.028603,9496.264546,46059.608021,77899.879209,55059.940398,35228.177835,94350.923642,55995.091361,82506.393029,83254.807855,28684.583141,74538.452076,18804.823345,64232.690526,48690.702002,49367.719405,13851.879599,73260.846212,40621.967219,61236.155391,32414.507888,2224.297832,14715.906341,77168.749358,45793.851119,46838.142703,94563.043488,89021.115141,4880.135006,88813.037701,27542.490625,80537.163599,98309.302236,73602.098636,58437.042808,53369.242588,8830.276424,52787.966404,9364.333902,91336.669444,36042.774259,38048.917032,65875.121520,54847.597594,2281.607512,14565.823475,4215.316952,16133.487101,87826.669677,44837.284161,77369.642482,20241.177519,47061.581983,92085.548860,97409.926866,92855.433093,38923.691517,91972.970308,81876.548187,43803.826559,80786.007962,9419.038812,24340.990112,79095.310151,83021.137438,82778.032909,32464.552693,91851.413899,35565.999313
